County,State,mean_life_expectancy,State_FIPS,County_FIPS,black_population
Williamson County,Tennessee,81.8033039516801,47,187,8788.0
Wilson County,Tennessee,78.0785745895351,47,189,8409.0
Anderson County,Texas,73.3564179846563,48,001,12287.0
Andrews County,Texas,76.0150723327192,48,003,351.0
Angelina County,Texas,75.7037706171543,48,005,12883.0
Aransas County,Texas,75.6576140093994,48,007,413.0
Archer County,Texas,78.6545849933484,48,009,104.0
Armstrong County,Texas,76.4169244726163,48,011,26.0
Atascosa County,Texas,77.258582963744,48,013,351.0
Austin County,Texas,78.417845810019,48,015,2519.0
Bailey County,Texas,77.7342246842293,48,017,163.0
Bandera County,Texas,79.5216441799609,48,019,142.0
Bastrop County,Texas,77.5558474714477,48,021,6264.0
Baylor County,Texas,74.5909078914176,48,023,67.0
Bee County,Texas,76.514971441143,48,025,2694.0
Bell County,Texas,77.734572692837,48,027,74113.0
Bexar County,Texas,78.3219633038494,48,029,141020.0
Blanco County,Texas,78.7395520272794,48,031,77.0
Bosque County,Texas,76.5375409868254,48,035,252.0
Bowie County,Texas,75.1916202678896,48,037,22777.0
Brazoria County,Texas,78.6450718236664,48,039,44000.0
Brazos County,Texas,80.2770608930505,48,041,22208.0
Brewster County,Texas,80.8921391556609,48,043,25.0
Briscoe County,Texas,77.9794132024824,48,045,42.0
Brooks County,Texas,75.6423608407779,48,047,7.0
Brown County,Texas,74.8668468257655,48,049,1657.0
Burleson County,Texas,77.0474220824839,48,051,2147.0
Burnet County,Texas,78.4281872250518,48,053,804.0
Caldwell County,Texas,77.6243661744286,48,055,2844.0
Calhoun County,Texas,77.2886267806408,48,057,606.0
Callahan County,Texas,76.0455483550751,48,059,188.0
Cameron County,Texas,79.9676250752686,48,061,2361.0
Camp County,Texas,74.800645659298,48,063,2094.0
Carson County,Texas,77.9719755673849,48,065,51.0
Cass County,Texas,74.9093984936589,48,067,5281.0
Castro County,Texas,78.3218807006499,48,069,66.0
Chambers County,Texas,77.3199410644012,48,071,3061.0
Cherokee County,Texas,75.863592447561,48,073,7114.0
Childress County,Texas,75.7916608018624,48,075,505.0
Clay County,Texas,76.961049875236,48,077,89.0
Cochran County,Texas,74.9874495270672,48,079,99.0
Coke County,Texas,76.2537283956453,48,081,26.0
Coleman County,Texas,74.8427148966259,48,083,234.0
Collin County,Texas,81.9698815981949,48,085,81491.0
Collingsworth County,Texas,74.8875235979221,48,087,111.0
Colorado County,Texas,77.1928188601455,48,089,2864.0
Comal County,Texas,79.326249026691,48,091,2467.0
Comanche County,Texas,76.6920779383093,48,093,189.0
Concho County,Texas,77.6901878955627,48,095,29.0
Cooke County,Texas,76.8236379661105,48,097,1027.0
Coryell County,Texas,77.1622382292358,48,099,10755.0
Cottle County,Texas,75.7174505533677,48,101,235.0
Crane County,Texas,75.8091822028117,48,103,210.0
Crockett County,Texas,76.8573688360256,48,105,14.0
Crosby County,Texas,75.6505819918256,48,107,238.0
Culberson County,Texas,78.8277869117541,48,109,9.0
Dallam County,Texas,76.7696934186522,48,111,96.0
Dallas County,Texas,78.4679404044602,48,113,563370.0
Dawson County,Texas,75.6235287953347,48,115,780.0
Deaf Smith County,Texas,76.9774628837405,48,117,236.0
Delta County,Texas,75.0740400277414,48,119,455.0
Denton County,Texas,81.1727591591839,48,121,68449.0
DeWitt County,Texas,76.2679986158449,48,123,2060.0
Dickens County,Texas,76.7917921035615,48,125,95.0
Dimmit County,Texas,77.5549998198403,48,127,33.0
Donley County,Texas,75.6339479410187,48,129,142.0
Duval County,Texas,74.9719528099885,48,131,148.0
Eastland County,Texas,74.7937728570909,48,133,387.0
Ector County,Texas,74.6616346902196,48,135,6561.0
Edwards County,Texas,78.391819669656,48,137,2.0
Ellis County,Texas,77.9962710263807,48,139,15097.0
El Paso County,Texas,79.4671457635366,48,141,29082.0
Erath County,Texas,78.2777509237598,48,143,651.0
Falls County,Texas,76.4157545719343,48,145,4209.0
Fannin County,Texas,75.0743579551973,48,147,2283.0
Fayette County,Texas,78.7396305451711,48,149,1600.0
Fisher County,Texas,77.6344819739773,48,151,138.0
Floyd County,Texas,77.1459075116282,48,153,170.0
Foard County,Texas,76.4637952306371,48,155,26.0
Fort Bend County,Texas,82.064959203127,48,157,141901.0
Franklin County,Texas,77.4627381443676,48,159,457.0
Freestone County,Texas,76.3121883229639,48,161,3118.0
Frio County,Texas,76.9289528740909,48,163,690.0
Gaines County,Texas,77.1813716651243,48,165,455.0
Galveston County,Texas,77.3964752860558,48,167,41083.0
Garza County,Texas,76.3023545902735,48,169,237.0
Gillespie County,Texas,80.5694247548803,48,171,54.0
Glasscock County,Texas,80.6949006573329,48,173,0.0
Goliad County,Texas,78.6566795869844,48,175,412.0
Gonzales County,Texas,76.4093325965584,48,177,1268.0
Gray County,Texas,74.3060364630032,48,179,1066.0
Grayson County,Texas,75.8906363807353,48,181,7235.0
Gregg County,Texas,75.036871666914,48,183,24837.0
Grimes County,Texas,76.5115310500355,48,185,4366.0
Guadalupe County,Texas,79.4506273402854,48,187,10521.0
Hale County,Texas,76.5128986688734,48,189,1551.0
Hall County,Texas,75.2618857261074,48,191,221.0
Hamilton County,Texas,75.9370132082977,48,193,59.0
Hansford County,Texas,76.0628882702337,48,195,13.0
Hardeman County,Texas,76.8397297532331,48,197,327.0
Hardin County,Texas,75.686689283259,48,199,3091.0
Harris County,Texas,79.042857979916,48,201,839349.0
Harrison County,Texas,75.8210429462224,48,203,14184.0
Hartley County,Texas,79.9043636720723,48,205,496.0
Haskell County,Texas,75.6857583866336,48,207,179.0
Hays County,Texas,80.2596975331408,48,209,6823.0
Hemphill County,Texas,77.3039349323939,48,211,49.0
Henderson County,Texas,74.9760174013995,48,213,5381.0
Hidalgo County,Texas,80.8716321318647,48,215,4890.0
Hill County,Texas,76.1642185127297,48,217,2451.0
Hockley County,Texas,75.7971142207831,48,219,883.0
Hood County,Texas,77.8338116750353,48,221,385.0
Hopkins County,Texas,76.0828457963505,48,223,2434.0
Houston County,Texas,75.9774589606229,48,225,5701.0
Howard County,Texas,74.397794084253,48,227,2059.0
Hudspeth County,Texas,81.2689783010742,48,229,44.0
Hunt County,Texas,75.846765771955,48,231,7373.0
Hutchinson County,Texas,74.6599684293846,48,233,494.0
Irion County,Texas,79.6946796354727,48,235,0.0
Jack County,Texas,75.751177808941,48,237,397.0
Jackson County,Texas,76.9425217191459,48,239,1074.0
Jasper County,Texas,75.0013984560596,48,241,5908.0
Jeff Davis County,Texas,83.5167926973439,48,243,12.0
Jefferson County,Texas,75.7702632577749,48,245,85677.0
Jim Hogg County,Texas,76.2654393513098,48,247,2.0
Jim Wells County,Texas,74.9815252705474,48,249,268.0
Johnson County,Texas,76.7448569151439,48,251,4014.0
Jones County,Texas,76.4658553157764,48,253,2930.0
Karnes County,Texas,76.554435728968,48,255,1370.0
Kaufman County,Texas,76.2655444315523,48,257,11254.0
Kendall County,Texas,80.4246160875522,48,259,324.0
Kerr County,Texas,77.75662774005,48,265,770.0
Kimble County,Texas,77.9043518975393,48,267,1.0
Kinney County,Texas,78.9729363568118,48,271,3.0
Kleberg County,Texas,76.0824735335586,48,273,1240.0
Knox County,Texas,75.619275206347,48,275,271.0
Lamar County,Texas,74.6121217884024,48,277,6094.0
Lamb County,Texas,75.5436416846698,48,279,677.0
Lampasas County,Texas,77.2142174503662,48,281,727.0
La Salle County,Texas,77.4531603338127,48,283,94.0
Lavaca County,Texas,78.3768617124011,48,285,1331.0
Lee County,Texas,77.8828442148967,48,287,1934.0
Leon County,Texas,76.2163050114445,48,289,1263.0
Liberty County,Texas,73.9213071001902,48,291,8134.0
Limestone County,Texas,75.1115410054661,48,293,4184.0
Lipscomb County,Texas,77.4656387169594,48,295,17.0
Live Oak County,Texas,78.6482446705849,48,297,356.0
Llano County,Texas,78.3534118661913,48,299,255.0
Lubbock County,Texas,76.3172119429226,48,303,21288.0
Lynn County,Texas,76.6310984800432,48,305,127.0
McCulloch County,Texas,76.1044980085071,48,307,197.0
McLennan County,Texas,77.4487914290315,48,309,35059.0
Madison County,Texas,76.5474862671346,48,313,2564.0
Marion County,Texas,73.7111145129031,48,315,2422.0
Martin County,Texas,76.0748963876094,48,317,38.0
Mason County,Texas,78.9853865587176,48,319,1.0
Matagorda County,Texas,76.040680049223,48,321,3909.0
Maverick County,Texas,78.1065855468572,48,323,112.0
Medina County,Texas,78.2961748418577,48,325,1083.0
Menard County,Texas,77.6406350091026,48,327,28.0
Midland County,Texas,78.2487704019029,48,329,9717.0
Milam County,Texas,76.2283864160386,48,331,2078.0
Mills County,Texas,77.3067207394247,48,333,15.0
Mitchell County,Texas,74.8265828273371,48,335,970.0
Montague County,Texas,74.3337528863684,48,337,19.0
Montgomery County,Texas,79.0644454102598,48,339,22986.0
Moore County,Texas,77.5387554356615,48,341,829.0
Morris County,Texas,73.8181089389341,48,343,3060.0
Motley County,Texas,76.6975747907917,48,345,3.0
Nacogdoches County,Texas,76.2413118040805,48,347,11851.0
Navarro County,Texas,75.5388378221066,48,349,6569.0
Newton County,Texas,74.8728290162423,48,351,2990.0
Nolan County,Texas,74.6770418519411,48,353,829.0
Nueces County,Texas,77.7401375933212,48,355,13902.0
Ochiltree County,Texas,76.0061129937915,48,357,23.0
Oldham County,Texas,77.9506250120696,48,359,120.0
Orange County,Texas,73.8514573495733,48,361,6814.0
Palo Pinto County,Texas,75.3168150461128,48,363,638.0
Panola County,Texas,74.9350067556366,48,365,3996.0
Parker County,Texas,77.6446539517384,48,367,1823.0
Parmer County,Texas,78.363066975154,48,369,146.0
Pecos County,Texas,77.5006255558964,48,371,694.0
Polk County,Texas,72.4918712524599,48,373,4936.0
Potter County,Texas,73.7644559232261,48,375,11585.0
Presidio County,Texas,85.0105668839091,48,377,0.0
Rains County,Texas,76.131640218427,48,379,264.0
Randall County,Texas,78.5868370445539,48,381,3580.0
Reagan County,Texas,76.8111799932477,48,383,67.0
Real County,Texas,75.9916830824159,48,385,5.0
Red River County,Texas,74.1275276628298,48,387,2168.0
Reeves County,Texas,77.1100631794222,48,389,663.0
Refugio County,Texas,76.067318713085,48,391,366.0
Robertson County,Texas,76.0761704144137,48,395,3311.0
Rockwall County,Texas,80.0265703107485,48,397,4850.0
Runnels County,Texas,75.9576579428348,48,399,141.0
Rusk County,Texas,76.0548045315464,48,401,9203.0
Sabine County,Texas,74.9735803070845,48,403,736.0
San Augustine County,Texas,74.302661120971,48,405,1855.0
San Jacinto County,Texas,76.1309893484355,48,407,2847.0
San Patricio County,Texas,75.7300262545864,48,409,1259.0
San Saba County,Texas,77.4449776605095,48,411,199.0
Schleicher County,Texas,77.0257085259565,48,413,8.0
Scurry County,Texas,76.2800297357375,48,415,820.0
Shackelford County,Texas,77.8232293329705,48,417,5.0
Shelby County,Texas,74.084590652535,48,419,4590.0
Sherman County,Texas,77.3887725174812,48,421,16.0
Smith County,Texas,77.6029172372455,48,423,39042.0
Somervell County,Texas,77.541775973834,48,425,45.0
Starr County,Texas,77.9196028835058,48,427,39.0
Stephens County,Texas,75.9108720779953,48,429,246.0
Sterling County,Texas,76.8110757075339,48,431,3.0
Stonewall County,Texas,76.6463847356364,48,433,60.0
Sutton County,Texas,78.0922365677145,48,435,21.0
Swisher County,Texas,76.6084968716675,48,437,450.0
Tarrant County,Texas,78.6659172915562,48,439,304741.0
Taylor County,Texas,75.591300485248,48,441,10374.0
Terry County,Texas,75.5011460853628,48,445,654.0
Throckmorton County,Texas,77.0297981297638,48,447,5.0
Titus County,Texas,76.4429411841896,48,449,3037.0
Tom Green County,Texas,77.4351792608132,48,451,5038.0
Travis County,Texas,81.2131166607299,48,453,95335.0
Trinity County,Texas,74.1046147098199,48,455,1426.0
Tyler County,Texas,75.2565577780205,48,457,2333.0
Upshur County,Texas,75.0402961933937,48,459,3498.0
Upton County,Texas,76.6293697453689,48,461,167.0
Uvalde County,Texas,77.4334253520316,48,463,40.0
Val Verde County,Texas,78.5005326110438,48,465,689.0
Van Zandt County,Texas,75.8664322097625,48,467,1379.0
Victoria County,Texas,77.5368431215519,48,469,6034.0
Walker County,Texas,77.9348381214416,48,471,16100.0
Waller County,Texas,78.5180159465555,48,473,11946.0
Ward County,Texas,75.5938685605365,48,475,608.0
Washington County,Texas,79.2152191454332,48,477,5851.0
Webb County,Texas,79.1615099315018,48,479,1045.0
Wharton County,Texas,77.0412559438845,48,481,5834.0
Wheeler County,Texas,74.9088031488341,48,483,159.0
Wichita County,Texas,75.2211383187076,48,485,13471.0
Wilbarger County,Texas,74.846177936058,48,487,1215.0
Willacy County,Texas,77.9364441544552,48,489,151.0
Williamson County,Texas,81.5562831402586,48,491,30836.0
Wilson County,Texas,78.6529745267365,48,493,647.0
Winkler County,Texas,73.8035674611933,48,495,300.0
Wise County,Texas,76.3858090438437,48,497,729.0
Wood County,Texas,75.8835467003952,48,499,2259.0
Yoakum County,Texas,77.1469415703016,48,501,53.0
Young County,Texas,74.7512311181104,48,503,230.0
Zapata County,Texas,78.2704031457374,48,505,140.0
Zavala County,Texas,76.3404970751218,48,507,76.0
Beaver County,Utah,76.6239279278931,49,001,9.0
Box Elder County,Utah,78.7800027770458,49,003,185.0
Cache County,Utah,81.5241737805183,49,005,954.0
Carbon County,Utah,75.5262125099169,49,007,183.0
Daggett County,Utah,79.4056943864262,49,009,0.0
Davis County,Utah,80.3840776396984,49,011,4264.0
Duchesne County,Utah,76.5064517202396,49,013,33.0
Emery County,Utah,76.7928777423528,49,015,17.0
Garfield County,Utah,79.141668423611,49,017,32.0
Grand County,Utah,78.4420339996832,49,019,24.0
Iron County,Utah,78.5646716776781,49,021,342.0
Juab County,Utah,77.7010365960342,49,023,26.0
Kane County,Utah,78.4399265832955,49,025,16.0
Millard County,Utah,79.5607367996875,49,027,46.0
Morgan County,Utah,81.1055974512066,49,029,50.0
Piute County,Utah,78.0101330485998,49,031,1.0
Rich County,Utah,81.2113182015722,49,033,2.0
Salt Lake County,Utah,79.3408740406773,49,035,18297.0
San Juan County,Utah,78.0583431523162,49,037,16.0
Sanpete County,Utah,78.8937677972938,49,039,194.0
Sevier County,Utah,77.0592567117179,49,041,72.0
Summit County,Utah,82.921737109531,49,043,237.0
Tooele County,Utah,77.8827566828091,49,045,402.0
Uintah County,Utah,76.8256898764768,49,047,175.0
Utah County,Utah,80.4131301018374,49,049,3328.0
Wasatch County,Utah,81.0271291951163,49,051,18.0
Washington County,Utah,81.410098929861,49,053,968.0
Wayne County,Utah,78.5608864914318,49,055,11.0
Weber County,Utah,78.0987586725419,49,057,2610.0
Addison County,Vermont,80.6045965096076,50,001,411.0
Bennington County,Vermont,78.6596454148964,50,003,236.0
Caledonia County,Vermont,78.930433634685,50,005,259.0
Chittenden County,Vermont,81.6070321791103,50,007,4088.0
Essex County,Vermont,78.7170460033211,50,009,43.0
Franklin County,Vermont,78.6351224994759,50,011,207.0
Grand Isle County,Vermont,79.8483503416845,50,013,0.0
Lamoille County,Vermont,80.0274360064274,50,015,204.0
Orange County,Vermont,79.5653782757421,50,017,154.0
Orleans County,Vermont,78.1289332837064,50,019,124.0
Rutland County,Vermont,78.120165455005,50,021,408.0
Washington County,Vermont,80.0506526129881,50,023,482.0
Windham County,Vermont,78.9895833051325,50,025,387.0
Windsor County,Vermont,79.8565688207412,50,027,401.0
Accomack County,Virginia,75.3764671515865,51,001,9573.0
Amelia County,Virginia,76.2933185045779,51,007,3010.0
Amherst County,Virginia,77.377695729222,51,009,5717.0
Appomattox County,Virginia,77.1484572596696,51,011,3149.0
Arlington County,Virginia,84.2271431045784,51,013,19477.0
Bath County,Virginia,76.129329359877,51,017,96.0
Bland County,Virginia,75.3142145732748,51,021,286.0
Botetourt County,Virginia,79.0964757819333,51,023,1007.0
Brunswick County,Virginia,75.4506205554823,51,025,9091.0
Buchanan County,Virginia,72.75287841356,51,027,650.0
Buckingham County,Virginia,77.4718930729501,51,029,5825.0
Campbell County,Virginia,78.4149779451745,51,031,7716.0
Caroline County,Virginia,77.1332561852983,51,033,8655.0
Carroll County,Virginia,77.0563930394349,51,035,237.0
Charles City County,Virginia,76.7893795745755,51,036,3346.0
Charlotte County,Virginia,75.3384062323402,51,037,3784.0
Chesterfield County,Virginia,79.255189212786,51,041,75210.0
Clarke County,Virginia,78.7450506928005,51,043,642.0
Craig County,Virginia,78.0139474841577,51,045,8.0
Culpeper County,Virginia,77.9286858942715,51,047,7073.0
Cumberland County,Virginia,78.4608190604316,51,049,3272.0
Dickenson County,Virginia,72.746652258392,51,051,117.0
Dinwiddie County,Virginia,76.877249251285,51,053,9078.0
Essex County,Virginia,76.4281638718822,51,057,4555.0
Fauquier County,Virginia,79.4286311942582,51,061,5141.0
Floyd County,Virginia,78.6334225761018,51,063,356.0
Fluvanna County,Virginia,80.5540031266729,51,065,3615.0
Franklin County,Virginia,78.1395687548256,51,067,4646.0
Frederick County,Virginia,79.3014296532503,51,069,3343.0
Giles County,Virginia,75.2144089075543,51,071,421.0
Gloucester County,Virginia,77.2100673185152,51,073,3015.0
Goochland County,Virginia,80.1676947842553,51,075,3726.0
Grayson County,Virginia,76.2679039144592,51,077,356.0
Greene County,Virginia,79.1245331931256,51,079,1195.0
Hanover County,Virginia,79.4180784553709,51,085,9281.0
Henrico County,Virginia,79.1740448113316,51,087,95259.0
Henry County,Virginia,75.3617758170731,51,089,11641.0
Highland County,Virginia,79.315825968356,51,091,0.0
Isle of Wight County,Virginia,78.4026325299823,51,093,8055.0
King and Queen County,Virginia,77.068343726211,51,097,1891.0
King George County,Virginia,78.6791752771448,51,099,4272.0
King William County,Virginia,76.9619998684042,51,101,3030.0
Lancaster County,Virginia,77.0978932205283,51,103,3125.0
Lee County,Virginia,74.2760997901072,51,105,1032.0
Loudoun County,Virginia,83.9018050478387,51,107,26600.0
Louisa County,Virginia,77.9982904780334,51,109,5426.0
Lunenburg County,Virginia,75.9201033610427,51,111,3952.0
Madison County,Virginia,78.2509182844666,51,113,934.0
Mathews County,Virginia,78.6758202717921,51,115,869.0
Mecklenburg County,Virginia,75.6871583766414,51,117,11077.0
Middlesex County,Virginia,77.0876441707679,51,119,2110.0
Montgomery County,Virginia,79.7585948731131,51,121,4239.0
Nelson County,Virginia,77.9234656648408,51,125,1929.0
New Kent County,Virginia,78.5318083477702,51,127,2435.0
Northampton County,Virginia,75.6067876842237,51,131,4325.0
Northumberland County,Virginia,79.0903224335947,51,133,3570.0
Nottoway County,Virginia,74.9682218655331,51,135,6166.0
Orange County,Virginia,77.829361604524,51,137,4278.0
Page County,Virginia,76.6158623904911,51,139,380.0
Patrick County,Virginia,76.0509026311695,51,141,1051.0
Powhatan County,Virginia,80.0406728846067,51,145,3403.0
Prince Edward County,Virginia,76.9428115575688,51,147,7526.0
Prince George County,Virginia,79.6160894198812,51,149,12157.0
Pulaski County,Virginia,75.6179487464834,51,155,1820.0
Rappahannock County,Virginia,79.9941737104011,51,157,311.0
Richmond County,Virginia,76.5375232297945,51,159,2312.0
Roanoke County,Virginia,79.1377903826707,51,161,5398.0
Russell County,Virginia,74.4100855469471,51,167,277.0
Scott County,Virginia,74.9713350483663,51,169,151.0
Shenandoah County,Virginia,78.4841019562624,51,171,913.0
Smyth County,Virginia,74.4695501315181,51,173,679.0
Stafford County,Virginia,79.9440543219382,51,179,23914.0
Surry County,Virginia,77.2686828341894,51,181,3104.0
Sussex County,Virginia,74.7033890462433,51,183,6660.0
Tazewell County,Virginia,73.0769031404759,51,185,1318.0
Warren County,Virginia,76.6000835956577,51,187,1520.0
Washington County,Virginia,76.800715666029,51,191,699.0
Westmoreland County,Virginia,76.6564803983487,51,193,4728.0
Wise County,Virginia,72.8588993792251,51,195,2115.0
Wythe County,Virginia,75.52483125977,51,197,987.0
Alexandria City,Virginia,82.9661850208233,51,510,32678.0
Bristol City,Virginia,72.8503453500735,51,520,1160.0
Chesapeake City,Virginia,78.2476343016021,51,550,69273.0
Colonial Heights City,Virginia,75.5429378034021,51,570,2329.0
Covington City,Virginia,71.9034797856489,51,580,835.0
Falls Church City,Virginia,81.6004173311485,51,610,742.0
Galax City,Virginia,70.9583635882571,51,640,470.0
Hampton City,Virginia,76.5582429476697,51,650,68872.0
Hopewell City,Virginia,71.9581423470242,51,670,8706.0
Lexington City,Virginia,77.2671038666044,51,678,642.0
Lynchburg City,Virginia,76.5793332578414,51,680,22362.0
Martinsville City,Virginia,69.1171296513564,51,690,6295.0
Norfolk City,Virginia,75.3646457631985,51,710,103652.0
Norton City,Virginia,74.2574625889429,51,720,237.0
Petersburg City,Virginia,69.5809064529234,51,730,24578.0
Poquoson City,Virginia,79.5230225799309,51,735,129.0
Portsmouth City,Virginia,74.1081517312784,51,740,50626.0
Radford City,Virginia,76.8749025417338,51,750,1710.0
Richmond City,Virginia,76.5036186016373,51,760,105384.0
Roanoke City,Virginia,74.1804904425095,51,770,28073.0
Salem City,Virginia,75.9016708112946,51,775,1951.0
Suffolk City,Virginia,77.3508743523767,51,800,36522.0
Virginia Beach City,Virginia,79.9741067719705,51,810,85906.0
Winchester City,Virginia,77.1892168648065,51,840,2642.0
Fairfax County,Virginia,84.4572243527794,51,059,107346.0
Fairfax City,Virginia,84.4572243527794,51,600,1136.0
Rockingham County,Virginia,80.3932344142763,51,165,1637.0
Harrisonburg City,Virginia,80.3932344142763,51,660,3542.0
James City County,Virginia,81.6014732894836,51,095,9505.0
Williamsburg City,Virginia,81.6014732894836,51,830,2223.0
Prince William County,Virginia,81.4979686084663,51,153,91551.0
Manassas City,Virginia,81.4979686084663,51,683,5660.0
Manassas Park City,Virginia,81.4979686084663,51,685,2055.0
Rockbridge County,Virginia,78.6688793723973,51,163,580.0
Buena Vista City,Virginia,78.6688793723973,51,530,110.0
Spotsylvania County,Virginia,79.0924248884679,51,177,20763.0
Fredericksburg City,Virginia,79.0924248884679,51,630,6446.0
Augusta County,Virginia,77.9530496170894,51,015,2993.0
Staunton City,Virginia,77.9530496170894,51,790,2723.0
Waynesboro City,Virginia,77.9530496170894,51,820,2702.0
Pittsylvania County,Virginia,75.0233989219488,51,143,13207.0
Danville City,Virginia,75.0233989219488,51,590,20807.0
Greensville County,Virginia,74.0043148184047,51,081,6833.0
Emporia City,Virginia,74.0043148184047,51,595,3559.0
Albemarle County,Virginia,81.4234049969489,51,003,9747.0
Charlottesville City,Virginia,81.4234049969489,51,540,8501.0
Bedford County,Virginia,78.7174989168034,51,019,5345.0
Bedford City,Virginia,78.7174989168034,51,515,
Halifax County,Virginia,75.5162130891812,51,083,12979.0
Southampton County,Virginia,75.831967755636,51,175,6482.0
Franklin City,Virginia,75.831967755636,51,620,4930.0
Alleghany County,Virginia,75.5155056131058,51,005,829.0
York County,Virginia,77.9318976547342,51,199,8771.0
Newport News City,Virginia,77.9318976547342,51,700,73309.0
Adams County,Washington,79.0665304961728,53,001,122.0
Asotin County,Washington,78.8957597798239,53,003,63.0
Benton County,Washington,80.0617325414632,53,005,2674.0
Chelan County,Washington,80.3387162594137,53,007,370.0
Clallam County,Washington,78.7778760488417,53,009,775.0
Clark County,Washington,79.9101578338538,53,011,8486.0
Columbia County,Washington,79.2023520968595,53,013,15.0
Cowlitz County,Washington,77.1629140613517,53,015,634.0
Douglas County,Washington,80.9604094718369,53,017,152.0
Ferry County,Washington,77.6711610329568,53,019,13.0
Franklin County,Washington,80.5656038340234,53,021,2046.0
Garfield County,Washington,80.6413638651556,53,023,0.0
Grant County,Washington,78.8387490241087,53,025,642.0
Grays Harbor County,Washington,76.7739633269069,53,027,756.0
Island County,Washington,81.6602433121718,53,029,2416.0
Jefferson County,Washington,81.4039048928629,53,031,278.0
King County,Washington,82.0511640326599,53,033,127902.0
Kitsap County,Washington,79.8494357187365,53,035,6273.0
Kittitas County,Washington,81.2854308660296,53,037,484.0
Klickitat County,Washington,80.9805163596809,53,039,142.0
Lewis County,Washington,77.5869377600203,53,041,588.0
Lincoln County,Washington,80.1195277312077,53,043,35.0
Mason County,Washington,78.3837603754943,53,045,1118.0
Okanogan County,Washington,77.9890279363163,53,047,251.0
Pacific County,Washington,76.9735634964591,53,049,62.0
Pend Oreille County,Washington,77.9051585743416,53,051,30.0
Pierce County,Washington,78.7571219903605,53,053,55676.0
San Juan County,Washington,84.384721918918,53,055,110.0
Skagit County,Washington,79.7642961900069,53,057,942.0
Skamania County,Washington,81.1974940381147,53,059,104.0
Snohomish County,Washington,80.2427328529305,53,061,20511.0
Spokane County,Washington,78.4492293182693,53,063,8754.0
Stevens County,Washington,78.5052152177823,53,065,200.0
Thurston County,Washington,80.0538605567436,53,067,7963.0
Wahkiakum County,Washington,79.5385116417182,53,069,5.0
Walla Walla County,Washington,79.7866561755966,53,071,946.0
Whatcom County,Washington,80.8476225536089,53,073,2059.0
Whitman County,Washington,80.8498761692426,53,075,962.0
Yakima County,Washington,77.9706270606519,53,077,2431.0
Barbour County,West Virginia,75.8396980747497,54,001,118.0
Berkeley County,West Virginia,75.7320361525081,54,003,8293.0
Boone County,West Virginia,71.2444326108322,54,005,182.0
Braxton County,West Virginia,75.6170659197355,54,007,49.0
Brooke County,West Virginia,75.6429328454965,54,009,390.0
Cabell County,West Virginia,72.9016804080817,54,011,4764.0
Calhoun County,West Virginia,76.1692249962827,54,013,12.0
Clay County,West Virginia,73.4047264644241,54,015,3.0
Doddridge County,West Virginia,77.6258455546223,54,017,98.0
Fayette County,West Virginia,72.9053878193309,54,019,2304.0
Gilmer County,West Virginia,76.7115357395423,54,021,920.0
Grant County,West Virginia,77.6923177963259,54,023,174.0
Greenbrier County,West Virginia,75.2841253685077,54,025,887.0
Hampshire County,West Virginia,76.5192345828814,54,027,276.0
Hancock County,West Virginia,75.238804572696,54,029,702.0
Hardy County,West Virginia,77.0773219334704,54,031,580.0
Harrison County,West Virginia,75.1861272507416,54,033,1243.0
Jackson County,West Virginia,75.8703461749665,54,035,21.0
Jefferson County,West Virginia,77.7852904329544,54,037,3758.0
Kanawha County,West Virginia,73.8954164488508,54,039,9900.0
Lewis County,West Virginia,73.7190722618514,54,041,52.0
Lincoln County,West Virginia,71.8091517145244,54,043,113.0
Logan County,West Virginia,70.0668348455079,54,045,662.0
McDowell County,West Virginia,68.047275434592,54,047,1903.0
Marion County,West Virginia,76.3318381618429,54,049,2081.0
Marshall County,West Virginia,76.4314084919648,54,051,312.0
Mason County,West Virginia,74.0668285527736,54,053,126.0
Mercer County,West Virginia,72.7057345004874,54,055,3702.0
Mineral County,West Virginia,76.2455069497773,54,057,923.0
Mingo County,West Virginia,70.1201576272396,54,059,389.0
Monongalia County,West Virginia,79.2750423328717,54,061,4031.0
Monroe County,West Virginia,76.0652238063653,54,063,89.0
Morgan County,West Virginia,76.347057211771,54,065,156.0
Nicholas County,West Virginia,73.9693713915254,54,067,133.0
Ohio County,West Virginia,76.3170230064491,54,069,1808.0
Pendleton County,West Virginia,78.5831782700199,54,071,235.0
Pleasants County,West Virginia,75.3262969384507,54,073,10.0
Pocahontas County,West Virginia,76.5466481456282,54,075,100.0
Preston County,West Virginia,76.8962852857656,54,077,1522.0
Putnam County,West Virginia,76.3531873104018,54,079,824.0
Raleigh County,West Virginia,73.0198384213908,54,081,6223.0
Randolph County,West Virginia,76.1308197274637,54,083,515.0
Ritchie County,West Virginia,76.1516502902223,54,085,34.0
Roane County,West Virginia,73.8288646798201,54,087,6.0
Summers County,West Virginia,74.382220286881,54,089,717.0
Taylor County,West Virginia,76.630194065659,54,091,162.0
Tucker County,West Virginia,77.3967006397755,54,093,31.0
Tyler County,West Virginia,75.9967379796337,54,095,42.0
Upshur County,West Virginia,76.6443888185324,54,097,356.0
Wayne County,West Virginia,74.8784684883525,54,099,136.0
Webster County,West Virginia,74.0203011632288,54,101,2.0
Wetzel County,West Virginia,75.5356781609541,54,103,69.0
